x,z
4.985092039999999614e+00,8.915269560000000482e+00
4.984362759999999781e+00,8.915130630000000167e+00
4.984025179999999722e+00,8.915067739999999574e+00
4.983593360000000416e+00,8.914985440000000594e+00
4.981132900000000419e+00,8.914520769999999317e+00
4.980244810000000300e+00,8.914349229999999125e+00
4.979512500000000230e+00,8.914207519999999718e+00
4.977902839999999607e+00,8.913901550000000285e+00
4.977187980000000067e+00,8.913766219999999407e+00
4.976335230000000109e+00,8.913604409999999589e+00
4.975515070000000151e+00,8.913447579999999704e+00
4.975506239999999636e+00,8.913445910000000083e+00
4.975500259999999564e+00,8.913444780000000733e+00
4.975484329999999566e+00,8.913441750000000496e+00
4.974079350000000233e+00,8.913174870000000638e+00
4.973706840000000184e+00,8.913104150000000558e+00
4.973513890000000437e+00,8.913067690000000098e+00
4.973000139999999902e+00,8.912969950000000807e+00
4.972768330000000070e+00,8.912926210000000182e+00
4.972231120000000004e+00,8.912825850000000827e+00
4.970266500000000143e+00,8.912452540000000312e+00
4.969784859999999860e+00,8.912363380000000390e+00
4.969208319999999901e+00,8.912250869999999381e+00
4.968764460000000049e+00,8.912166199999999705e+00
4.967496610000000423e+00,8.911926420000000348e+00
4.966736000000000040e+00,8.911782179999999443e+00
4.966229339999999937e+00,8.911686599999999459e+00
4.965784880000000179e+00,8.911602209999999857e+00
4.965436969999999839e+00,8.911536670000000271e+00
4.965088999999999864e+00,8.911471049999999394e+00
4.964741349999999720e+00,8.911405130000000341e+00
4.963699010000000023e+00,8.911208540000000511e+00
4.963030429999999882e+00,8.911083530000000863e+00
4.961427160000000391e+00,8.910783929999999131e+00
4.959423339999999847e+00,8.910402539999999760e+00
4.958500349999999557e+00,8.910228560000000186e+00
4.958027869999999560e+00,8.910139889999999951e+00
4.957673540000000045e+00,8.910073329999999459e+00
4.957482869999999764e+00,8.910037739999999928e+00
4.957177879999999703e+00,8.909980510000000464e+00
4.956732180000000376e+00,8.909897609999999801e+00
4.955243819999999744e+00,8.909617700000000085e+00
4.955235039999999813e+00,8.909616059999999393e+00
4.955230979999999619e+00,8.909615300000000460e+00
4.955225160000000351e+00,8.909614210000000867e+00
4.955078959999999810e+00,8.909586920000000632e+00
4.951561929999999556e+00,8.908930840000000018e+00
4.951265700000000436e+00,8.908875990000000300e+00
4.951166989999999934e+00,8.908856749999999991e+00
4.950968340000000190e+00,8.908819539999999648e+00
4.949540559999999978e+00,8.908554410000000701e+00
4.948827180000000325e+00,8.908421680000000009e+00
4.948526870000000244e+00,8.908365859999999969e+00
4.947913999999999923e+00,8.908252340000000657e+00
4.947691260000000035e+00,8.908211359999999246e+00
4.947607689999999891e+00,8.908195989999999398e+00
4.947423950000000126e+00,8.908161970000000096e+00
4.946972220000000142e+00,8.908078299999999672e+00
4.946575669999999647e+00,8.908006750000000196e+00
4.943970020000000076e+00,8.907526759999999655e+00
4.942686059999999770e+00,8.907288019999999307e+00
4.941408830000000307e+00,8.907053559999999592e+00
4.940596679999999630e+00,8.906904649999999535e+00
4.940517439999999816e+00,8.906890150000000617e+00
4.939199770000000100e+00,8.906649090000000157e+00
4.939158390000000232e+00,8.906641529999999918e+00
4.939135219999999826e+00,8.906637310000000696e+00
4.939124719999999691e+00,8.906635389999999930e+00
4.939053160000000275e+00,8.906622360000000072e+00
4.936122329999999891e+00,8.906087270000000444e+00
4.935717829999999751e+00,8.906013420000000735e+00
4.934637079999999898e+00,8.905816679999999153e+00
4.933772590000000235e+00,8.905659590000000847e+00
4.933279579999999775e+00,8.905569180000000529e+00
4.932719360000000108e+00,8.905466849999999823e+00
4.931822939999999988e+00,8.905304530000000440e+00
4.930161629999999739e+00,8.905000680000000557e+00
4.929947860000000404e+00,8.904962769999999139e+00
4.924592030000000342e+00,8.903984420000000455e+00
4.923402910000000077e+00,8.903763919999999388e+00
4.922935029999999657e+00,8.903675099999999176e+00
4.921871069999999904e+00,8.903478420000000781e+00
4.919509849999999851e+00,8.903042980000000384e+00
4.919302100000000344e+00,8.903004490000000715e+00
4.918578749999999999e+00,8.902870079999999575e+00
4.917289330000000014e+00,8.902629510000000579e+00
4.917261309999999774e+00,8.902624310000000207e+00
4.915953469999999825e+00,8.902381910000000786e+00
4.915206460000000277e+00,8.902239729999999795e+00
4.914564669999999857e+00,8.902119779999999594e+00
4.913785589999999814e+00,8.901972889999999694e+00
4.913330689999999557e+00,8.901885869999999201e+00
4.912920510000000185e+00,8.901807939999999419e+00
4.912878720000000143e+00,8.901799979999999834e+00
4.912146710000000027e+00,8.901661300000000665e+00
4.911854199999999615e+00,8.901605619999999774e+00
4.911379010000000100e+00,8.901515270000000868e+00
4.911129009999999795e+00,8.901468120000000539e+00
4.910779390000000078e+00,8.901401140000000822e+00
4.910255480000000006e+00,8.901300539999999373e+00
4.909076439999999764e+00,8.901076319999999598e+00
4.907549180000000177e+00,8.900779410000000169e+00
4.907542420000000405e+00,8.900778100000000137e+00
4.907501690000000139e+00,8.900770129999999725e+00
4.906775480000000300e+00,8.900629450000000276e+00
4.906719640000000382e+00,8.900618579999999724e+00
4.906577559999999671e+00,8.900590910000000022e+00
4.906050439999999568e+00,8.900488010000000116e+00
4.905392570000000063e+00,8.900359789999999549e+00
4.904626099999999767e+00,8.900210120000000558e+00
4.902891630000000056e+00,8.899867130000000515e+00
4.901892860000000240e+00,8.899670020000000292e+00
4.901477189999999595e+00,8.899587209999999970e+00
4.901191619999999638e+00,8.899530170000000240e+00
4.900824649999999671e+00,8.899456759999999633e+00
4.900700460000000369e+00,8.899431990000000070e+00
4.900500349999999727e+00,8.899391769999999369e+00
4.899271099999999990e+00,8.899145400000000095e+00
4.899057240000000313e+00,8.899102590000000035e+00
4.898255790000000331e+00,8.898940610000000362e+00
4.897561360000000086e+00,8.898799939999999964e+00
4.897067940000000341e+00,8.898700339999999542e+00
4.895810449999999925e+00,8.898442980000000446e+00
4.895104250000000157e+00,8.898297879999999438e+00
4.894022109999999870e+00,8.898075479999999260e+00
4.893428110000000331e+00,8.897934120000000391e+00
4.892448950000000352e+00,8.897748860000000093e+00
4.886245409999999900e+00,8.896433249999999404e+00
4.884877910000000156e+00,8.896143199999999140e+00
4.884767069999999656e+00,8.896119380000000021e+00
4.884460520000000194e+00,8.896053139999999360e+00
4.884314319999999654e+00,8.896021389999999585e+00
4.881787890000000019e+00,8.895469529999999736e+00
4.881559020000000082e+00,8.895419620000000194e+00
4.880410509999999924e+00,8.895169069999999678e+00
4.879347039999999858e+00,8.894933330000000637e+00
4.878574069999999985e+00,8.894759759999999460e+00
4.877247999999999806e+00,8.894460620000000262e+00
4.876943940000000310e+00,8.894392290000000756e+00
4.876589479999999810e+00,8.894312129999999428e+00
4.875150009999999590e+00,8.893986019999999826e+00
4.874798039999999943e+00,8.893906219999999863e+00
4.874573009999999762e+00,8.893845479999999526e+00
4.874454150000000041e+00,8.893823060000000780e+00
4.874331970000000069e+00,8.893799950000000010e+00
4.873526870000000066e+00,8.893614660000000782e+00
4.873001280000000435e+00,8.893494909999999365e+00
4.872149779999999986e+00,8.893297730000000456e+00
4.870178529999999562e+00,8.892840720000000587e+00
4.869805109999999715e+00,8.892752140000000693e+00
4.869547889999999768e+00,8.892692130000000361e+00
4.869426869999999852e+00,8.892663649999999365e+00
4.869090869999999960e+00,8.892584590000000233e+00
4.868324420000000430e+00,8.892405919999999853e+00
4.866579230000000145e+00,8.891990469999999647e+00
4.866485299999999903e+00,8.891967920000000802e+00
4.864944290000000393e+00,8.891599230000000631e+00
4.864465970000000361e+00,8.891484919999999903e+00
4.863938880000000076e+00,8.891358609999999274e+00
4.863556739999999934e+00,8.891266240000000209e+00
4.863125949999999698e+00,8.891162579999999593e+00
4.862896860000000210e+00,8.891106960000000115e+00
4.862408819999999743e+00,8.890987649999999576e+00
4.861294580000000032e+00,8.890715769999999907e+00
4.860307480000000346e+00,8.890475099999999742e+00
4.859693609999999886e+00,8.890322799999999859e+00
4.859617029999999893e+00,8.890304040000000185e+00
4.859558960000000205e+00,8.890289680000000416e+00
4.859476719999999972e+00,8.890269419999999201e+00
4.859136580000000372e+00,8.890185289999999796e+00
4.858499379999999590e+00,8.890028219999999592e+00
4.858276619999999824e+00,8.889973140000000384e+00
4.856546139999999845e+00,8.889542210000000111e+00
4.856518059999999970e+00,8.889535210000000021e+00
4.856264379999999825e+00,8.889471520000000737e+00
4.854896870000000142e+00,8.889128740000000306e+00
4.854709109999999939e+00,8.889077849999999614e+00
4.854593450000000310e+00,8.889052389999999804e+00
4.853881649999999937e+00,8.888872859999999321e+00
4.853756470000000434e+00,8.888841210000000714e+00
4.853462079999999901e+00,8.888766560000000538e+00
4.853287390000000201e+00,8.888722149999999544e+00
4.850626240000000422e+00,8.888040919999999900e+00
4.847494870000000233e+00,8.887236509999999257e+00
4.846991069999999624e+00,8.887105809999999551e+00
4.846215899999999799e+00,8.886904429999999522e+00
4.845911300000000033e+00,8.886825160000000778e+00
4.845628330000000261e+00,8.886750960000000532e+00
4.845103220000000377e+00,8.886613929999999328e+00
4.844100590000000039e+00,8.886349870000000095e+00
4.843743060000000433e+00,8.886256160000000293e+00
4.843487790000000182e+00,8.886188470000000450e+00
4.842969219999999630e+00,8.886051399999999489e+00
4.842800610000000283e+00,8.886006939999999688e+00
4.842735760000000056e+00,8.885989829999999756e+00
4.842439370000000132e+00,8.885911339999999825e+00
4.841576189999999613e+00,8.885683359999999809e+00
4.841124739999999704e+00,8.885562800000000649e+00
4.840285749999999609e+00,8.885339509999999663e+00
4.838193529999999853e+00,8.884778470000000539e+00
4.838135109999999628e+00,8.884762950000000714e+00
4.838057570000000140e+00,8.884742060000000663e+00
4.836134640000000040e+00,8.884226350000000494e+00
4.835358109999999598e+00,8.883947429999999201e+00
4.834328039999999937e+00,8.883737189999999728e+00
4.833775639999999818e+00,8.883582790000000173e+00
4.833386690000000208e+00,8.883475929999999465e+00
4.833084630000000104e+00,8.883393480000000508e+00
4.832480310000000223e+00,8.883228159999999818e+00
4.830670699999999762e+00,8.882729910000000118e+00
4.830600630000000173e+00,8.882710760000000150e+00
4.830565739999999941e+00,8.882701210000000458e+00
4.830460689999999779e+00,8.882671979999999579e+00
4.828685939999999732e+00,8.882181279999999290e+00
4.828432399999999625e+00,8.882110779999999650e+00
4.828094509999999673e+00,8.882016719999999310e+00
4.826912680000000400e+00,8.881687270000000467e+00
4.826806679999999794e+00,8.881657770000000340e+00
4.826284720000000306e+00,8.881513030000000697e+00
4.825589039999999663e+00,8.881317640000000679e+00
4.824615800000000121e+00,8.881043800000000488e+00
4.824242049999999615e+00,8.880942859999999328e+00
4.822911699999999691e+00,8.880574270000000325e+00
4.822009450000000363e+00,8.880320779999999914e+00
4.820569769999999643e+00,8.879911330000000547e+00
4.819008789999999820e+00,8.879399570000000352e+00
4.817694389999999771e+00,8.879086149999999122e+00
4.815238830000000192e+00,8.878373500000000362e+00
4.812387529999999636e+00,8.877542180000000727e+00
4.811729330000000360e+00,8.877351069999999567e+00
4.811235270000000064e+00,8.877207020000000171e+00
4.811070639999999621e+00,8.877158590000000515e+00
4.810882590000000292e+00,8.877103679999999386e+00
4.810741499999999782e+00,8.877062430000000504e+00
4.810362060000000106e+00,8.876950830000000181e+00
4.809755439999999993e+00,8.876772510000000338e+00
4.808823900000000151e+00,8.876500610000000790e+00
4.808202200000000204e+00,8.876315840000000179e+00
4.807033080000000069e+00,8.875971149999999810e+00
4.806448510000000063e+00,8.875798250000000778e+00
4.805639280000000291e+00,8.875559199999999649e+00
4.804653400000000296e+00,8.875265430000000677e+00
4.804357839999999769e+00,8.875177320000000591e+00
4.803386330000000370e+00,8.874887100000000473e+00
4.801713890000000262e+00,8.874387820000000815e+00
4.801645500000000233e+00,8.874356979999999950e+00
4.801586229999999844e+00,8.874330249999999864e+00
4.801488619999999763e+00,8.874286200000000235e+00
4.801141140000000362e+00,8.874197530000000000e+00
4.800747280000000394e+00,8.874096919999999500e+00
4.800744660000000330e+00,8.874095799999999201e+00
4.800734519999999783e+00,8.874093659999999772e+00
4.800008159999999968e+00,8.873875679999999377e+00
4.799114910000000123e+00,8.873607650000000291e+00
4.797193489999999727e+00,8.873025209999999774e+00
4.797097980000000206e+00,8.872996710000000675e+00
4.796933420000000226e+00,8.872946609999999623e+00
4.795264480000000162e+00,8.872440680000000413e+00
4.794362999999999708e+00,8.872164700000000792e+00
4.793738539999999659e+00,8.871974350000000342e+00
4.793690670000000154e+00,8.871959580000000400e+00
4.793552949999999591e+00,8.871917469999999639e+00
4.793361280000000058e+00,8.871858830000000751e+00
4.792493949999999892e+00,8.871595490000000694e+00
4.791738389999999903e+00,8.871363009999999605e+00
4.791201039999999800e+00,8.871198720000000648e+00
4.790299390000000379e+00,8.870923429999999499e+00
4.789622460000000359e+00,8.870714570000000521e+00
4.788676129999999809e+00,8.870418170000000657e+00
4.788506260000000125e+00,8.870365489999999298e+00
4.787372160000000321e+00,8.870014530000000619e+00
4.787211199999999778e+00,8.869956820000000519e+00
4.787145050000000346e+00,8.869944220000000712e+00
4.786804629999999783e+00,8.869838189999999400e+00
4.785924350000000160e+00,8.869564959999999942e+00
4.785725580000000257e+00,8.869503039999999672e+00
4.785614190000000434e+00,8.869468639999999127e+00
4.784890810000000272e+00,8.869242599999999754e+00
4.784374279999999757e+00,8.869081010000000376e+00
4.781403609999999915e+00,8.868142949999999303e+00
4.774805459999999613e+00,8.866062429999999495e+00
4.774760419999999783e+00,8.866048109999999483e+00
4.774686230000000364e+00,8.866024489999999147e+00
4.774611560000000310e+00,8.865995709999999974e+00
4.774580249999999637e+00,8.865990679999999458e+00
4.774129870000000331e+00,8.865846870000000379e+00
4.773854619999999827e+00,8.865759069999999298e+00
4.772344979999999737e+00,8.865276500000000226e+00
4.771709050000000119e+00,8.865072740000000451e+00
4.771028629999999993e+00,8.864855119999999644e+00
4.770000660000000003e+00,8.864523050000000737e+00
4.769911369999999984e+00,8.864494390000000834e+00
4.769298309999999930e+00,8.864297450000000467e+00
4.768164549999999835e+00,8.863931559999999266e+00
4.767332109999999901e+00,8.863662449999999637e+00
4.766978280000000012e+00,8.863547779999999321e+00
4.766185499999999742e+00,8.863290750000000884e+00
4.765592429999999879e+00,8.863098100000000201e+00
4.765107790000000065e+00,8.862939719999999966e+00
4.764645729999999801e+00,8.862789910000000049e+00
4.763919139999999608e+00,8.862552589999999952e+00
4.763875709999999764e+00,8.862538459999999674e+00
4.763865469999999824e+00,8.862533470000000690e+00
4.763848050000000001e+00,8.862529430000000374e+00
4.763814879999999974e+00,8.862518570000000651e+00
4.762587530000000235e+00,8.862118519999999222e+00
4.760118440000000284e+00,8.861309249999999693e+00
4.760068650000000012e+00,8.861293059999999500e+00
4.760027390000000302e+00,8.861279590000000539e+00
4.757278760000000162e+00,8.860376600000000380e+00
4.756949770000000299e+00,8.860268380000000832e+00
4.755664699999999634e+00,8.859844510000000284e+00
4.754806119999999581e+00,8.859558549999999144e+00
4.754326990000000031e+00,8.859400159999999858e+00
4.754024150000000226e+00,8.859299289999999161e+00
4.753663259999999724e+00,8.859179720000000202e+00
4.753455350000000301e+00,8.859110740000000206e+00
4.752683779999999913e+00,8.858853789999999506e+00
4.749612970000000267e+00,8.857833100000000570e+00
4.749232890000000040e+00,8.857706119999999572e+00
4.749026689999999995e+00,8.857630869999999490e+00
4.748805429999999994e+00,8.857563559999999114e+00
4.748321210000000292e+00,8.857401429999999465e+00
4.746528009999999576e+00,8.856807339999999584e+00
4.743215189999999915e+00,8.855694700000000807e+00
4.742270460000000298e+00,8.855380249999999620e+00
4.741511580000000059e+00,8.855122370000000132e+00
4.740246400000000193e+00,8.854695870000000468e+00
4.739226699999999681e+00,8.854350889999999197e+00
4.738761689999999582e+00,8.854194129999999774e+00
4.738413010000000369e+00,8.854076190000000679e+00
4.737924740000000412e+00,8.853911300000000040e+00
4.735967610000000327e+00,8.853250920000000690e+00
4.735844840000000389e+00,8.853209520000000055e+00
4.735763389999999795e+00,8.853182099999999721e+00
4.733910260000000036e+00,8.852557179999999803e+00
4.733214770000000016e+00,8.852320990000000833e+00
4.732300920000000133e+00,8.852012220000000653e+00
4.731337850000000067e+00,8.851686239999999373e+00
4.730711200000000005e+00,8.851473569999999569e+00
4.730052979999999963e+00,8.851250529999999728e+00
4.729687600000000103e+00,8.851127130000000065e+00
4.728876839999999859e+00,8.850852120000000767e+00
4.727740589999999798e+00,8.850466969999999378e+00
4.726036019999999560e+00,8.849888269999999224e+00
4.724736260000000243e+00,8.849451050000000762e+00
4.722484040000000327e+00,8.848686340000000428e+00
4.721784389999999831e+00,8.848446459999999902e+00
4.721433840000000437e+00,8.848327530000000607e+00
4.721267639999999766e+00,8.848270960000000684e+00
4.721170729999999871e+00,8.848237890000000050e+00
4.720802400000000176e+00,8.848112509999999986e+00
4.719217600000000346e+00,8.847575660000000397e+00
4.718131020000000397e+00,8.847205210000000264e+00
4.717316280000000361e+00,8.846927940000000490e+00
4.716174470000000341e+00,8.846539650000000421e+00
4.714461250000000270e+00,8.845956440000000143e+00
4.713668120000000350e+00,8.845689549999999457e+00
4.713372190000000295e+00,8.845601489999999956e+00
4.710430239999999991e+00,8.844619270000000810e+00
4.708535119999999630e+00,8.843978919999999633e+00
4.707951320000000273e+00,8.843767240000000029e+00
4.706550599999999918e+00,8.843289060000000035e+00
4.705731870000000150e+00,8.843021900000000102e+00
4.704780600000000312e+00,8.842660199999999193e+00
4.703832900000000095e+00,8.842299960000000070e+00
4.701948169999999649e+00,8.841583910000000657e+00
4.696011300000000332e+00,8.839559100000000669e+00
4.694893679999999847e+00,8.839250189999999563e+00
4.694331639999999695e+00,8.839094799999999807e+00
4.693391959999999585e+00,8.838833510000000615e+00
4.692875270000000043e+00,8.838690700000000788e+00
4.692541989999999608e+00,8.838543720000000548e+00
4.692209519999999578e+00,8.838397150000000480e+00
4.691546989999999973e+00,8.838105240000000862e+00
4.690231559999999966e+00,8.837526300000000390e+00
4.687638640000000301e+00,8.836387699999999512e+00
4.682600680000000182e+00,8.834185989999999933e+00
4.668658709999999878e+00,8.830461550000000770e+00
4.667668090000000269e+00,8.830162850000000674e+00
4.636945070000000335e+00,8.819874029999999365e+00
4.636334780000000322e+00,8.819693620000000678e+00
4.621013010000000421e+00,8.814680960000000454e+00
4.619565240000000017e+00,8.814194549999999850e+00
4.611958379999999913e+00,8.810686020000000340e+00
4.604965820000000321e+00,8.807694599999999596e+00
4.558900809999999915e+00,8.795761410000000780e+00
4.556673860000000076e+00,8.795178999999999192e+00
4.555509129999999907e+00,8.794924440000000843e+00
4.491598139999999795e+00,8.779003100000000615e+00
4.490954180000000129e+00,8.778878230000000116e+00
4.426937689999999925e+00,8.767826230000000720e+00
4.425648050000000389e+00,8.767667480000000069e+00
4.424366120000000180e+00,8.767486209999999502e+00
4.293601729999999783e+00,8.753290930000000358e+00
4.292400429999999822e+00,8.753174409999999739e+00
4.291193110000000033e+00,8.753077190000000840e+00
4.188021690000000241e+00,8.743299220000000815e+00
4.186991289999999921e+00,8.743174550000000878e+00
4.085374230000000217e+00,8.735117389999999205e+00
4.084380349999999993e+00,8.735051929999999132e+00
4.083384200000000241e+00,8.735008510000000115e+00
3.997992309999999883e+00,8.729785570000000661e+00
3.997094230000000081e+00,8.729703669999999249e+00
3.913013779999999997e+00,8.726365129999999581e+00
3.912232659999999917e+00,8.726347799999999211e+00
3.911447889999999816e+00,8.726350990000000252e+00
3.861708389999999991e+00,8.725298210000000054e+00
3.811593769999999992e+00,8.724805200000000482e+00
3.810322489999999895e+00,8.724796480000000187e+00
3.722828110000000024e+00,8.724777720000000514e+00
3.722004420000000202e+00,8.724733670000000885e+00
3.693117449999999913e+00,8.725471000000000643e+00
3.635531009999999785e+00,8.726267890000000804e+00
3.634691720000000181e+00,8.726294060000000741e+00
3.633873279999999983e+00,8.726323119999999989e+00
3.633056250000000098e+00,8.726375960000000376e+00
3.553123960000000192e+00,8.730165039999999266e+00
3.552304309999999798e+00,8.730188950000000503e+00
3.475317829999999830e+00,8.736699890000000579e+00
3.474562970000000028e+00,8.736772589999999283e+00
3.473814470000000210e+00,8.736865299999999834e+00
3.419854869999999991e+00,8.742762770000000572e+00
3.418940779999999791e+00,8.742859040000000803e+00
3.367768020000000195e+00,8.749908700000000650e+00
3.310972369999999998e+00,8.761866409999999661e+00
3.310190009999999905e+00,8.762030850000000370e+00
3.309387189999999812e+00,8.762197820000000803e+00
3.263524359999999902e+00,8.773901710000000520e+00
3.246561559999999957e+00,8.779982150000000374e+00
3.245860299999999921e+00,8.780224130000000571e+00
3.245224089999999784e+00,8.780483759999999194e+00
3.230493350000000152e+00,8.786984650000000840e+00
3.199692540000000029e+00,8.802593979999999263e+00
3.199340419999999963e+00,8.802781939999999139e+00
3.198631549999999990e+00,8.803240739999999676e+00
3.175826069999999834e+00,8.819192299999999207e+00
3.163616100000000042e+00,8.836498399999999975e+00
3.163324470000000055e+00,8.836911840000000851e+00
3.163319729999999996e+00,8.836941940000000884e+00
3.163139810000000107e+00,8.847791349999999611e+00
3.157040139999999884e+00,8.853292729999999722e+00
3.150886690000000101e+00,8.858842609999999951e+00
3.145857969999999781e+00,8.863786149999999253e+00
3.140786269999999991e+00,8.868771929999999415e+00
3.139410359999999844e+00,8.870594060000000169e+00
3.138024619999999931e+00,8.872429199999999128e+00
3.136249330000000057e+00,8.875324459999999860e+00
3.134460520000000194e+00,8.878241750000000820e+00
3.133005840000000042e+00,8.880066019999999227e+00
3.131540799999999791e+00,8.881903290000000339e+00
3.129647639999999953e+00,8.883689569999999591e+00
3.127741040000000083e+00,8.885488540000000768e+00
3.127057320000000029e+00,8.885959859999999821e+00
3.126369159999999869e+00,8.886434239999999818e+00
3.125760580000000122e+00,8.886723039999999685e+00
3.125148080000000217e+00,8.887013700000000682e+00
3.124740699999999816e+00,8.887140170000000339e+00
3.124330720000000117e+00,8.887267440000000462e+00
3.123827499999999979e+00,8.887375979999999842e+00
3.123321080000000194e+00,8.887485220000000297e+00
3.118774210000000213e+00,8.887892869999999945e+00
3.114197850000000045e+00,8.888303170000000364e+00
3.108582119999999893e+00,8.881378429999999824e+00
3.108565070000000041e+00,8.881362380000000556e+00
3.108496140000000185e+00,8.881340390000000085e+00
3.103073699999999935e+00,8.879460619999999693e+00
3.102649449999999920e+00,8.879390289999999908e+00
3.082960410000000095e+00,8.876290689999999373e+00
3.059298889999999993e+00,8.877564530000000786e+00
3.058787890000000065e+00,8.877606780000000697e+00
3.058451649999999855e+00,8.877680039999999551e+00
3.034861320000000084e+00,8.883570600000000539e+00
3.029552550000000011e+00,8.885703610000000197e+00
3.029461879999999940e+00,8.885750859999999918e+00
3.023573369999999816e+00,8.888756759999999701e+00
3.021320980000000045e+00,8.890175190000000782e+00
3.018998260000000045e+00,8.891862209999999322e+00
3.018951899999999799e+00,8.891896649999999624e+00
3.017169369999999962e+00,8.893369919999999595e+00
3.015375960000000077e+00,8.895024729999999380e+00
3.015335809999999839e+00,8.895062669999999727e+00
3.013564070000000150e+00,8.896888829999999970e+00
3.011848109999999856e+00,8.898874640000000724e+00
3.011810709999999780e+00,8.898918789999999746e+00
3.010410590000000219e+00,8.900738210000000095e+00
3.009096599999999899e+00,8.902659840000000102e+00
3.009066409999999969e+00,8.902705120000000250e+00
3.007852740000000136e+00,8.904714309999999244e+00
3.006742319999999857e+00,8.906782339999999465e+00
3.006717029999999902e+00,8.906830579999999387e+00
3.005711760000000066e+00,8.908927209999999874e+00
3.004813309999999849e+00,8.911022660000000428e+00
3.004788660000000000e+00,8.911083590000000498e+00
3.003417699999999968e+00,8.914845120000000733e+00
3.002407670000000195e+00,8.918357079999999826e+00
3.002383079999999982e+00,8.918454360000000136e+00
3.001131130000000091e+00,8.924771279999999862e+00
3.000399990000000017e+00,8.930416310000000024e+00
3.000387309999999808e+00,8.930532709999999597e+00
3.000038210000000038e+00,8.936450519999999287e+00
3.000145460000000153e+00,8.942541489999999982e+00
3.000151470000000042e+00,8.942678349999999554e+00
3.000920219999999805e+00,8.950893530000000098e+00
3.002394219999999780e+00,8.959270469999999875e+00
3.002434319999999879e+00,8.959460209999999591e+00
3.005546879999999810e+00,8.970726929999999655e+00
3.009632359999999895e+00,8.982327659999999270e+00
3.009731509999999943e+00,8.982584570000000213e+00
3.016433070000000161e+00,8.997978540000000081e+00
3.025972030000000146e+00,9.015257269999999323e+00
3.026196989999999865e+00,9.015640630000000044e+00
3.026488440000000057e+00,9.016095800000000438e+00
3.039341869999999890e+00,9.035320580000000490e+00
3.056646310000000089e+00,9.056238150000000431e+00
3.057641049999999971e+00,9.057290849999999338e+00
3.079051489999999891e+00,9.079695989999999384e+00
3.105228620000000106e+00,9.103399830000000748e+00
3.105556340000000137e+00,9.103675980000000223e+00
3.133319170000000042e+00,9.124374980000000690e+00
3.134450160000000096e+00,9.125194739999999527e+00
3.164903960000000183e+00,9.145313859999999906e+00
3.166116670000000077e+00,9.145999619999999553e+00
3.195636229999999856e+00,9.162599450000000090e+00
3.226958250000000028e+00,9.176974389999999815e+00
3.227393789999999818e+00,9.177154350000000349e+00
3.228732620000000164e+00,9.177705389999999852e+00
3.262382300000000068e+00,9.191322039999999305e+00
3.297112830000000105e+00,9.203419240000000556e+00
