x,z,cp,tangential_velocity
8.041701912399072949e-01,3.449044357391417570e-02,3.710392122493546552e-01,-7.930704809477183703e-01
7.979254537123844360e-01,3.648689701967266358e-02,3.333704328203324074e-01,-8.164738619084309645e-01
7.916045593443052919e-01,3.851733498452537818e-02,2.814002633907791706e-01,-8.477026227452766349e-01
7.851631656803454984e-01,4.044621776351499387e-02,2.860786172337781430e-01,-8.449386858028349323e-01
7.786742773778320137e-01,4.248681460858354242e-02,2.897497945521280149e-01,-8.427634338578483542e-01
7.721597390253782667e-01,4.470798472892326125e-02,2.677153413086430511e-01,-8.557363254480652159e-01
7.656012419734254948e-01,4.703484803794195229e-02,2.514686814914870450e-01,-8.651770446033071327e-01
7.591081469750322608e-01,4.968833697398519073e-02,2.229654398378360103e-01,-8.814956381980366684e-01
7.526425554474294177e-01,5.259129453993058312e-02,7.900943677635752227e-02,-9.596825325198132806e-01
7.459523289627136844e-01,5.514402182001915814e-02,9.794371940912149910e-04,-9.995101614320430761e-01
7.390789693226988977e-01,5.742587334262882343e-02,4.115507399363915741e-02,-9.792062734717138506e-01
7.321527727170008548e-01,5.976022681054508207e-02,3.286139181031155765e-02,-9.834320557057759649e-01
7.251653767360985992e-01,6.211520645786035300e-02,2.972179921901607624e-02,-9.850270051023900519e-01
7.181757730824451791e-01,6.464094296864084099e-02,1.755889289269274567e-02,-9.911816721001792674e-01
7.112289733083674292e-01,6.745105287361558011e-02,-7.351599329100655389e-02,-1.036106168928168536e+00
7.042702393914336279e-01,7.039628012793060219e-02,-2.651801583778197191e-01,-1.124802275236772342e+00
6.970308275279200050e-01,7.261567159666278137e-02,-3.408742955155052989e-01,-1.157961266845962012e+00
6.895707244003181913e-01,7.435171846481661295e-02,-1.660551510620535964e-01,-1.079840335911774307e+00
6.821448860118387580e-01,7.645492788335347956e-02,-2.144207165973575080e-01,-1.102007584636946813e+00
6.746438288906732028e-01,7.848055213924236273e-02,-2.756434775024341199e-01,-1.129443879748982527e+00
6.670315007657633410e-01,8.027918970824622635e-02,-2.514085379745831794e-01,-1.118663728729318851e+00
6.593614100305489334e-01,8.204701135278935631e-02,-2.432544910860994225e-01,-1.115013224623860433e+00
6.516467412411237614e-01,8.382510745846022404e-02,-2.531494686395359128e-01,-1.119441587864027809e+00
6.438893978765747317e-01,8.561303930665098427e-02,-2.800372995724837999e-01,-1.131387334016288104e+00
6.360804665644205214e-01,8.735521168741094966e-02,-3.224426197639340685e-01,-1.149975051800661507e+00
6.281858063752738808e-01,8.887110860399592693e-02,-3.229675127930193845e-01,-1.150203248470903716e+00
6.202179638466144285e-01,9.021436249511560757e-02,-2.767478769567568442e-01,-1.129932686914028928e+00
6.122147438580289869e-01,9.156358047382018306e-02,-2.591789788186231736e-01,-1.122131444536968337e+00
6.041781210842951388e-01,9.291842964076216238e-02,-2.497782619738684318e-01,-1.117934820091881942e+00
5.961100784418276177e-01,9.427857570718264912e-02,-2.434207894440540976e-01,-1.115087794500529084e+00
5.880148848867037259e-01,9.565692424992613963e-02,-2.411467693944504553e-01,-1.114067668229560715e+00
5.798956578031766451e-01,9.705975595764421149e-02,-2.457688567791460610e-01,-1.116140160006415138e+00
5.717521337988977770e-01,9.847355129310646216e-02,-2.523473548296601976e-01,-1.119083265369320124e+00
5.635852137473249535e-01,9.989140841097580992e-02,-2.591440154654185424e-01,-1.122115865436996041e+00
5.553969127137767803e-01,1.013129774762242807e-01,-2.670002745150388268e-01,-1.125611067160872780e+00
5.471893712310587077e-01,1.027385832601079574e-01,-2.767481812884282633e-01,-1.129932821582074531e+00
5.389636958698522662e-01,1.041621855182595785e-01,-2.878757671362772719e-01,-1.134846142495218313e+00
5.307203560835511702e-01,1.055747561950790975e-01,-2.974258326114145312e-01,-1.139046018653949943e+00
5.224623002649581016e-01,1.069816116387710403e-01,-3.068658023518264777e-01,-1.143182313697962416e+00
5.141930018373375155e-01,1.083903823911093883e-01,-3.198809435101839238e-01,-1.148860715452566961e+00
5.059145011263402880e-01,1.098007208589908412e-01,-3.373784935156476372e-01,-1.156450817594785407e+00
4.976288407281428405e-01,1.112122790625018481e-01,-3.666194943414340379e-01,-1.169025018697818163e+00
4.893233544591182871e-01,1.125280693731337545e-01,-3.866062162110988076e-01,-1.177542447732182085e+00
4.809915283831407429e-01,1.136906916309183557e-01,-3.616386503238793182e-01,-1.166892732998144666e+00
4.726541129287903376e-01,1.148227646289078363e-01,-3.257274004827652725e-01,-1.151402362548716196e+00
4.643413696716889305e-01,1.161105740603236569e-01,-3.296023096768061489e-01,-1.153083825954039687e+00
4.560513513071784986e-01,1.175274421344073839e-01,-3.790893432085817860e-01,-1.174346347211324915e+00
4.477664477998636317e-01,1.189434360152691744e-01,-4.231412371024103614e-01,-1.192954834477152559e+00
4.394780382232066351e-01,1.202892693604471208e-01,-4.622157196160339154e-01,-1.209221121059351089e+00
4.311781700193416667e-01,1.214996572091243676e-01,-4.673245909822942856e-01,-1.211331742745270557e+00
4.228795790848092206e-01,1.226433864794235773e-01,-4.614686507394003545e-01,-1.208912176603164301e+00
4.145943334974006023e-01,1.237852764658915472e-01,-4.694130178142579268e-01,-1.212193473755018180e+00
4.063244775174895684e-01,1.249250454242606390e-01,-4.837201315671380009e-01,-1.218080511118677212e+00
3.980720516082947302e-01,1.260624121335950365e-01,-5.054791517492456254e-01,-1.226979686771238143e+00
3.898357610076367274e-01,1.271717723782015974e-01,-5.296221923403403586e-01,-1.236778958561448150e+00
3.816137676820919866e-01,1.282232074156694213e-01,-5.427481710445944962e-01,-1.242074140719705344e+00
3.734114501554365306e-01,1.292419260474625131e-01,-5.525694956935958135e-01,-1.246021466786827014e+00
3.652347213868351039e-01,1.302574665842221591e-01,-5.721827791588971479e-01,-1.253867129786444767e+00
3.570855988617601673e-01,1.312695784565168222e-01,-5.996255845431477383e-01,-1.264763054703586631e+00
3.489660932542569260e-01,1.322780119408865085e-01,-6.406006682209481884e-01,-1.280859347555752592e+00
3.408726994275503852e-01,1.332329351331071610e-01,-6.855511302859744749e-01,-1.298287768673022091e+00
3.328010748891507831e-01,1.340766905979674239e-01,-7.066115271017285870e-01,-1.306373425595349635e+00
3.247587693536367337e-01,1.348591017756504140e-01,-7.254025394120056092e-01,-1.313545788852450213e+00
3.167527850284514446e-01,1.356215021559796785e-01,-7.747589869538220597e-01,-1.332200805792363330e+00
3.087761563291618883e-01,1.362530447489411767e-01,-8.032200289843851593e-01,-1.342840284242465376e+00
3.008322749826777276e-01,1.367705633691572165e-01,-8.034663942990725172e-01,-1.342932014027170551e+00
2.929320943911254971e-01,1.372852350240916786e-01,-8.515143807298164447e-01,-1.360703634422211872e+00
2.850720508425095279e-01,1.376804694711752930e-01,-8.886039281943056700e-01,-1.374264868282059293e+00
2.772529475116087272e-01,1.379308305828593484e-01,-8.875378004742162652e-01,-1.373876923335644484e+00
2.694822667220948542e-01,1.381535755930076159e-01,-9.318128444901552232e-01,-1.389896702812894347e+00
2.617617266698522016e-01,1.382342595085285786e-01,-9.573487915096845491e-01,-1.399052819413793447e+00
2.540932249587408709e-01,1.381661925040906791e-01,-9.450538419058236439e-01,-1.394651871223002937e+00
2.464802821880250350e-01,1.380810079392204015e-01,-9.919956370035114546e-01,-1.411380755502749329e+00
2.389291859371379945e-01,1.378431572453518994e-01,-1.009430202071604388e+00,-1.417543721396840928e+00
2.314415199521336064e-01,1.374638614015460392e-01,-1.002519249481839569e+00,-1.415103971262125837e+00
2.240191272678937473e-01,1.370250198973707312e-01,-1.033474202763031702e+00,-1.425999369832620767e+00
2.166703553286760120e-01,1.364365765262252062e-01,-1.031097804156950293e+00,-1.425165886539861759e+00
2.093924998584171804e-01,1.357626141474680970e-01,-1.050896766573048868e+00,-1.432095236558326379e+00
2.021954351547124440e-01,1.349693432135529170e-01,-1.068265807587133409e+00,-1.438146657190125799e+00
1.950874823939377778e-01,1.340027723215531652e-01,-1.046196861657609833e+00,-1.430453376261390019e+00
1.880602888195938016e-01,1.329620728684325348e-01,-1.065552826930501240e+00,-1.437203126537964781e+00
1.811337336367452866e-01,1.317569604098782210e-01,-1.041036879514225966e+00,-1.428648620030210870e+00
1.743044356160463326e-01,1.304177397227171131e-01,-1.013639359691152375e+00,-1.419027610616210744e+00
1.675668366836218504e-01,1.290115452139821983e-01,-1.011328923588589834e+00,-1.418213285648033173e+00
1.609401272030546171e-01,1.274598935042776104e-01,-9.695650629329182202e-01,-1.403411936294158169e+00
1.544075834124640223e-01,1.258464214707791795e-01,-9.689725186472470941e-01,-1.403200811946475168e+00
1.479888044966976013e-01,1.241198648640681190e-01,-9.350607194126137056e-01,-1.391064599295307236e+00
1.416886687803786127e-01,1.222685133950093817e-01,-8.866071351387960764e-01,-1.373538181172549777e+00
1.354796520610414556e-01,1.204039252820198747e-01,-8.930306486961452350e-01,-1.375874503250985148e+00
1.293981205776298660e-01,1.184208553224935234e-01,-8.493494279764794985e-01,-1.359907874812290141e+00
1.234376290249299402e-01,1.163447205104905235e-01,-8.190105364047319814e-01,-1.348706986859907975e+00
1.175887825494263406e-01,1.142221858979866889e-01,-7.975954648149918835e-01,-1.340744369674917502e+00
1.118775503706075647e-01,1.119885853570268958e-01,-7.410565815481007235e-01,-1.319491031249587776e+00
1.062761930109051012e-01,1.097219464192007443e-01,-7.261619253699198584e-01,-1.313834816622668100e+00
1.007983406350858868e-01,1.074028983928596581e-01,-6.959226515717784611e-01,-1.302275950623284162e+00
9.546043614055130244e-02,1.049972092034866522e-01,-6.548087224803138540e-01,-1.286393688759515763e+00
9.022845909730643765e-02,1.025886162590043671e-01,-6.908271354744721648e-01,-1.300318090112750902e+00
8.518916496188297383e-02,1.000154799551963986e-01,-6.038058226105029735e-01,-1.266414554010851123e+00
8.033891201917772729e-02,9.728802211450593429e-02,-5.216714732106477737e-01,-1.233560486239182241e+00
7.559170727051522931e-02,9.458316283585282980e-02,-5.082675501398818962e-01,-1.228115446584677528e+00
7.103170542371312068e-02,9.176568518788422169e-02,-4.046788640614791266e-01,-1.185191488351768019e+00
6.664210190411526402e-02,8.886571895242345587e-02,-3.220355642130505736e-01,-1.149798053665534114e+00
6.234119318060488135e-02,8.601994646737962102e-02,-3.060808163423125450e-01,-1.142838928433185908e+00
5.820712600931629566e-02,8.311918797596286324e-02,-2.177700155520705394e-01,-1.103526173478486472e+00
5.423956335361104775e-02,8.016629130223190680e-02,-1.498914246629650115e-01,-1.072329904769500075e+00
5.036067248651835554e-02,7.727432480918908220e-02,-1.472954275939371005e-01,-1.071118773803324320e+00
4.666510705738606546e-02,7.433022351249390924e-02,-7.001919892601748963e-02,-1.034417323388397980e+00
4.319559720880854908e-02,7.128406919825699961e-02,3.330560756567169101e-02,-9.832061800224448644e-01
3.985352728729475713e-02,6.825776924728155226e-02,9.370884976563087498e-02,-9.519932511495914351e-01
3.661104563301819520e-02,6.528984091336714757e-02,1.225568353445840586e-01,-9.367193628058597676e-01
3.355896493250601353e-02,6.228855440036114299e-02,2.246121528840525627e-01,-8.805610978892648433e-01
3.067871922077482563e-02,5.927449496257997802e-02,2.911384987750862408e-01,-8.419391315439102019e-01
2.787814463736429729e-02,5.634380810487262664e-02,3.229298827034363661e-01,-8.228427050758629901e-01
2.521901327125359443e-02,5.344278877179927528e-02,3.861031659558317175e-01,-7.835156884480158901e-01
2.274143912796799255e-02,5.053716218113991909e-02,4.576792551302788503e-01,-7.364242967676454255e-01
2.038181989767311880e-02,4.768485943245470704e-02,4.942529005165241518e-01,-7.111589832684923618e-01
1.814110863375470450e-02,4.489235834711934048e-02,5.335484544168584975e-01,-6.829725804035924330e-01
1.611575625843350221e-02,4.208891197491605729e-02,6.238330783932213297e-01,-6.133244831300791455e-01
1.425839575245763796e-02,3.931086870759241403e-02,6.701645730608097873e-01,-5.743130043270744389e-01
1.247827363761554870e-02,3.662792740977165173e-02,6.985529411556479218e-01,-5.490419463432206770e-01
1.087629647358285580e-02,3.397982070119034970e-02,7.765677520655059896e-01,-4.726862045104489596e-01
9.438815293198819095e-03,3.137598933355406627e-02,8.129857186181869144e-01,-4.324514786444983994e-01
8.061264969591844590e-03,2.888071580089671131e-02,8.329842152594403304e-01,-4.086756473544266299e-01
6.852915443861332459e-03,2.644098398952510198e-02,8.958959660621480525e-01,-3.226515673878742607e-01
5.811923317015448703e-03,2.405845025600838322e-02,9.207909248202169605e-01,-2.814410687511385012e-01
4.824954648168218105e-03,2.178967824225954211e-02,9.380760051058694149e-01,-2.488453232313812546e-01
3.963153659394939334e-03,1.960762674710857245e-02,9.708007248659852317e-01,-1.708779539145258153e-01
3.223746418186902631e-03,1.751406389207211048e-02,9.816590518817489563e-01,-1.354287566148748012e-01
2.556209887930790785e-03,1.553166438052837502e-02,9.931808943570081816e-01,-8.257787623202608729e-02
1.993879982064949812e-03,1.365061095731119091e-02,9.995416025552080752e-01,-2.141021823316874989e-02
1.505101087121720436e-03,1.188134500513893937e-02,9.998638616977627569e-01,1.166783194244960797e-02
1.091737029540021213e-03,1.022731249155611408e-02,9.942202242527999889e-01,7.602483638390802878e-02
7.831812392100891097e-04,8.682376097141871266e-03,9.823983093200735484e-01,1.326713634509213424e-01
5.324756138285027026e-04,7.257588413903256000e-03,9.742417475945293059e-01,1.604937768434360479e-01
3.504297981489258324e-04,5.955007927665136556e-03,9.450007630433254757e-01,2.345191611716929414e-01
2.359129541462103518e-04,4.775114221450513750e-03,9.322930024362633405e-01,2.602056831887741284e-01
1.376563817510279225e-04,3.725100113244628371e-03,9.158936034164383289e-01,2.900110283826490831e-01
6.671804780896810902e-05,2.804906096213056858e-03,8.865110525722775803e-01,3.368812067001102362e-01
3.546258685167069994e-05,2.014100391010763269e-03,8.587832928939648225e-01,3.757881146417954565e-01
2.384041313342254804e-05,1.354018126616793240e-03,8.487495433533109868e-01,3.889093167393769535e-01
1.453923117282204596e-05,8.257567704426267696e-04,8.331821461987010125e-01,4.084334141586594136e-01
7.561335897344451893e-06,4.294466630735285870e-04,8.176378927651537509e-01,4.270387654942420230e-01
2.908448998236844857e-06,1.651855880983963548e-04,8.030072288805020220e-01,4.438386769080608363e-01
5.817185057148521591e-07,3.303874798302490132e-05,7.883140027411932316e-01,4.600934657858191668e-01
1.912067367126420276e-06,-3.241264180952703391e-05,7.589400994490124175e-01,4.909785133292368653e-01
9.559865061618796469e-06,-1.620552117132466308e-04,7.770719363847098382e-01,4.721525850985993644e-01
2.485357347095939700e-05,-4.213083641564542440e-04,7.795336676645152618e-01,4.695384247699913027e-01
4.778941910144458128e-05,-8.101081323031013390e-04,7.722204252015342218e-01,4.772625847460345017e-01
7.836174287636004049e-05,-1.328358585628109561e-03,7.565884950593870784e-01,4.933675150844579749e-01
1.165630015322770605e-04,-1.975931853586855927e-03,7.335357374427413646e-01,5.162017653565886821e-01
1.800627368889649253e-04,-2.751021532535796905e-03,6.830312891248484508e-01,5.629997432283175840e-01
2.849687675344347989e-04,-3.651900898815138227e-03,6.423638559530426839e-01,5.980268756895106286e-01
4.180701337489634429e-04,-4.679571254870977179e-03,6.028277937799466635e-01,6.302159996541292220e-01
6.077980274022322816e-04,-5.828329500890451660e-03,5.050198452711713859e-01,7.035482604120548711e-01
8.587967092851716069e-04,-7.097124427340036415e-03,4.481603547840262713e-01,7.428591018598168505e-01
1.182584816003690378e-03,-8.480036790603990085e-03,3.050255351685121630e-01,8.336512849096364697e-01
1.633661155682434619e-03,-9.960411407315739041e-03,1.686975933751366785e-01,9.117578662259313571e-01
2.217627987697042870e-03,-1.153060462981015527e-02,1.761960522024474951e-02,9.911510453910419294e-01
2.962382024272712695e-03,-1.317089775972174644e-02,-1.853761108023059823e-01,1.088749792561314766e+00
3.908071829098157257e-03,-1.485028410992799211e-02,-3.948928909801601161e-01,1.181055837367632755e+00
5.086458274299132318e-03,-1.652983657455340052e-02,-6.102408843981685926e-01,1.268952672245174274e+00
6.521474588282184445e-03,-1.816671606505362510e-02,-7.923561828950118624e-01,1.338789073340162838e+00
8.223053367573972261e-03,-1.971527006473267063e-02,-9.406345132351054961e-01,1.393066586073725910e+00
1.020580002144311216e-02,-2.110704852443118229e-02,-9.743934628296089251e-01,1.405131119443879140e+00
1.244194375566721675e-02,-2.233220258758638818e-02,-9.274966690686978765e-01,1.388343138085357475e+00
1.489803778371233053e-02,-2.338331471248956961e-02,-8.510719415290948220e-01,1.360541047351786048e+00
1.756970587891291610e-02,-2.420248354223485804e-02,-6.260730154083082866e-01,1.275175680213635587e+00
2.040517162574390780e-02,-2.491050623464197145e-02,-4.533150701918240433e-01,1.205535179989295935e+00
2.335815280127765542e-02,-2.564787281537589045e-02,-4.456576456973189160e-01,1.202355041448788908e+00
2.645211071794424662e-02,-2.625768563744887776e-02,-4.015392176441181515e-01,1.183866216108947933e+00
2.970947734273336749e-02,-2.658136429276392043e-02,-2.061480291073243265e-01,1.098247708446197679e+00
3.310695421749999812e-02,-2.676427157482944713e-02,-7.983178398348389493e-02,1.039149548420959412e+00
3.661572223114512720e-02,-2.682700807654102987e-02,2.046059990481186031e-02,9.897168282368387082e-01
4.022158540585191872e-02,-2.650933350963297075e-02,2.587072228970920262e-01,8.609836102405828973e-01
4.392950793997914272e-02,-2.592560232986904079e-02,3.980674575715178465e-01,7.758431171496478207e-01
4.753381518634525876e-02,-2.481847964082271180e-02,6.780018597659234203e-01,5.674487996586797811e-01
5.069934943136474026e-02,-2.284420115127504258e-02,9.316669461578092060e-01,2.614059177642901743e-01
5.419297180015554549e-02,-2.195650874987734730e-02,8.818358155373988705e-01,3.437501774001012755e-01
5.783503394039593570e-02,-2.362371636466210206e-02,9.290131123364516741e-01,2.664336458924591033e-01
6.064140254989336398e-02,-2.683059289956143262e-02,9.054407490397691216e-01,3.075048795714156458e-01
6.333303479052228291e-02,-3.032435285611730785e-02,7.095194092837578959e-01,5.389625132754987114e-01
6.645698884785269933e-02,-3.360364038353688687e-02,5.987683073222029861e-01,6.334285221536815058e-01
6.984892726209018798e-02,-3.677891428644534944e-02,5.153475563120712977e-01,6.961698382492081949e-01
7.240332084775008559e-02,-4.040676634553933000e-02,7.534463487175654395e-01,4.965416913839507118e-01
7.401573059781840769e-02,-4.466755197098500052e-02,3.622015728514500488e-01,7.986228315973379344e-01
7.626509836773553985e-02,-4.892411115194297833e-02,-4.089322007710760598e-01,1.186984498959896328e+00
7.956621823768757207e-02,-5.268349929665568088e-02,-7.869467810996229051e-01,1.336767287563404905e+00
8.356024999529385044e-02,-5.588952737314632074e-02,-8.469389264715312393e-01,1.359021312000489257e+00
8.791116146891858607e-02,-5.885756652053203419e-02,-8.637089155103110372e-01,1.365177246920820542e+00
9.254012535393579819e-02,-6.155441417055610570e-02,-9.409924296185574466e-01,1.393195043638383535e+00
9.741729852811892298e-02,-6.402608296449380232e-02,-8.632691402793764013e-01,1.365016168504745719e+00
1.024003280920356279e-01,-6.650017680228706429e-02,-9.411837189697602746e-01,1.393263693264760406e+00
1.075350609155867887e-01,-6.887636129898988546e-02,-1.061708714979101575e+00,1.435865145123002673e+00
1.128768589310008563e-01,-7.100460043235495844e-02,-1.127797326258557220e+00,1.458697133149495562e+00
1.184225154483277698e-01,-7.283907613322883334e-02,-1.091806922011370862e+00,1.446308031510359360e+00
1.241368251438752235e-01,-7.443390880833572476e-02,-1.003331188101099780e+00,1.415390825214399850e+00
1.299767708940375577e-01,-7.592422322722416905e-02,-9.212560774218150339e-01,1.386093819848358999e+00
1.359032182210788142e-01,-7.743166189257336129e-02,-9.279810168645716839e-01,1.388517560877273072e+00
1.419436887295428829e-01,-7.883131144999618034e-02,-9.164800309323042349e-01,1.384369903939082436e+00
1.480959332903286629e-01,-8.012615484155019563e-02,-8.633041107958934202e-01,1.365028978005922600e+00
1.543298626284258512e-01,-8.143864145883819572e-02,-8.644973023487116937e-01,1.365465965283906957e+00
1.606440279698582718e-01,-8.276802090164454839e-02,-9.234775191470550038e-01,1.386894920009102528e+00
1.670693844357808988e-01,-8.392703021055465673e-02,-9.398172340883594877e-01,1.392773217034402711e+00
1.736120673484921884e-01,-8.487099306834487711e-02,-8.647867406502471876e-01,1.365571946347114762e+00
1.802384290193201899e-01,-8.578385365589139000e-02,-8.321665918469416390e-01,1.353575484355025393e+00
1.869440113223437838e-01,-8.667110876529610097e-02,-8.254854253181933554e-01,1.351105260635970362e+00
1.937345558881468366e-01,-8.747279284000740451e-02,-7.980705482059524680e-01,1.340921529473649843e+00
2.006040959334375318e-01,-8.822359401675849977e-02,-7.667235326430892339e-01,1.329181527347972569e+00
2.075436668964140974e-01,-8.898204916962165756e-02,-7.674677367497511060e-01,1.329461446131384061e+00
2.145570494418417296e-01,-8.969082165706600274e-02,-7.651354544297703786e-01,1.328584003527729651e+00
2.216454669640997854e-01,-9.031973310026047974e-02,-7.396143232992358207e-01,1.318944397349348430e+00
2.288017570511323706e-01,-9.092495796298338817e-02,-7.220300800736840774e-01,1.312261437394882879e+00
2.360212796028260396e-01,-9.153553054907673237e-02,-7.233441384055012691e-01,1.312762026570505780e+00
2.433022533100191453e-01,-9.215130020889111817e-02,-7.532614051996300297e-01,1.324107777033134870e+00
2.506511792327292265e-01,-9.264445044004042396e-02,-7.510198515526582685e-01,1.323261067043332240e+00
2.580670251362509049e-01,-9.300489793762452273e-02,-7.063048128508753187e-01,1.306256028828527649e+00
2.655397353670989058e-01,-9.335913204862436587e-02,-6.871312248811942691e-01,1.298896156311656114e+00
2.730667567698966680e-01,-9.371594071010438953e-02,-6.835760651405073940e-01,1.297526903436112766e+00
2.806460014511824030e-01,-9.407928646178193022e-02,-7.069005918124997567e-01,1.306484057236252605e+00
2.882795385721448334e-01,-9.432602471118084475e-02,-7.007895023419818958e-01,1.304143206224677609e+00
2.959659633079866348e-01,-9.444180365526709531e-02,-6.546293563403307036e-01,1.286323970211365797e+00
3.036994653053358140e-01,-9.454882014964878512e-02,-6.261801583357347045e-01,1.275217690567275186e+00
3.114774084554775557e-01,-9.468214081404982552e-02,-6.160037985815449701e-01,1.271221380634209197e+00
3.192974775448299551e-01,-9.486186022070404456e-02,-6.399788606498300059e-01,1.280616593930373082e+00
3.271590691613245894e-01,-9.495510053994035693e-02,-6.395388901302259121e-01,1.280444801672538269e+00
3.350610988779729738e-01,-9.494742602183658953e-02,-6.073239182323295626e-01,1.267802791538309215e+00
