x,z_lower,z_upper
3.1471158294677735,8.8625495977784272,9.1335453394675987
3.1476730957031251,8.8620017721091422,9.1339134940295477
3.1482303466796875,8.8614539614401515,9.1342816385108705
3.1487875976562498,8.8609061507711591,9.1346497829921933
3.1493448638916015,8.860358325101874,9.1350179375541423
3.1499021148681638,8.8598105144328816,9.1353860820354651
3.1504593658447266,8.8592627037638891,9.1357542265167897
3.1510166320800783,8.8587254217312807,9.1361223810787386
3.1515738830566407,8.8582228286108169,9.1364905255600615
3.1521311492919923,8.857720221728222,9.1368586801220104
3.1526884002685547,8.8572176286077582,9.1372268246033332
3.153245651245117,8.8567150354872961,9.1375949690846561
3.1538029174804687,8.8562124286046995,9.137963123646605
3.154360168457031,8.8557098354842356,9.1383312681279278
3.1549174346923827,8.855207228601639,9.1386994226898786
3.1554746856689455,8.8547046354811769,9.1390675671712014
3.1560319366455079,8.8542020423607148,9.1394357116525242
3.1565892028808595,8.8536994354781164,9.1398038662144732
3.1571464538574219,8.8531968423576544,9.140172010695796
3.1577037200927736,8.8526942354750577,9.1405401652577449
3.1582609710693359,8.8521916423545939,9.1409083097390678
3.1588182220458982,8.8516890492341318,9.1412764542203906
3.1593754882812499,8.8511864423515352,9.1416446087823395
3.1599327392578127,8.8506838492310731,9.1420127532636641
3.160489990234375,8.8501812561106092,9.1423808977449852
3.1610472564697267,8.8496786492280126,9.1427490523069359
3.1616045074462891,8.8491760561075488,9.1431171967882587
3.1621617736816408,8.8486734492249539,9.1434853513502077
3.1627190246582031,8.8481708561044901,9.1438534958315305
3.1632762756347654,8.8395624486772135,9.1442216403128533
3.1638335418701171,8.8361942055599574,9.1445897948748023
3.1643907928466799,8.83540437265723,9.1449579393561251
3.1649480590820311,8.834614518127097,9.145318995819153
3.1655053100585939,8.8338246852243678,9.1456341089876929
3.1660625610351563,8.8330348523216422,9.1459492221562346
3.1666198272705079,8.8322449977915056,9.146263606707878
3.1671770782470703,8.83145516488878,9.1465769674096755
3.167734344482422,8.8306653103586452,9.1468903366919978
3.1682915954589843,8.8298754774559178,9.1472036973937954
3.1688488464355471,8.8290856445531887,9.1475170580955929
3.1694061126708983,8.8282957900230556,9.1478304273779152
3.1699633636474611,8.8275059571203283,9.1481437880797127
3.1705206298828124,8.8267161025901935,9.148457157362035
3.1710778808593751,8.8259262696874661,9.1487705180638326
3.1716351318359375,8.8251364367847387,9.1490838787656301
3.1721923980712892,8.8243465822546057,9.1493972480479524
3.1727496490478515,8.8235567493518765,9.14971060874975
3.1733069000244143,8.8227669164491491,9.1500239694515493
3.1738641662597655,8.8219770619190161,9.1503373387338698
3.1744214172363283,8.8211872290162869,9.1506506994356673
3.1749786834716796,8.8203973744861539,9.1509640687179896
3.1755359344482423,8.8196075415834265,9.1512774294197872
3.1760931854248047,8.8190085773435012,9.1515907901215847
3.1766504516601564,8.8186187908534599,9.151904159403907
3.1772077026367187,8.8182290150363585,9.1522175201057046
3.1777649688720704,8.8178392285463154,9.1525308893880268
3.1783222198486327,8.817449452729214,9.1528442500898244
3.1788794708251955,8.8170596769121143,9.1531576107916237
3.1794367370605467,8.8166698904220713,9.1534709800739442
3.1799939880371095,8.8162801146049716,9.1537843407757435
3.1805512542724608,8.8158903281149286,9.1540977100580641
3.1811085052490236,8.8155005522978271,9.1544110707598616
3.1816657562255859,8.8151107764807275,9.1547244314616592
3.1822230224609376,8.8147209899906862,9.1550378007439814
3.1827802734374999,8.8143312141735848,9.155351161445779
3.1833375396728516,8.8139414276835417,9.1556645307281013
3.1838947906494139,8.8135516518664403,9.1559778914298988
3.1844520416259767,8.8131618760493406,9.1562912521316981
3.185009307861328,8.8127720895592994,9.1566046214140187
3.1855665588378907,8.8123823137421962,9.1569179821158162
3.1861238098144531,8.8119925379250965,9.1572313428176155
3.1866810760498048,8.8116027514350552,9.157544712099936
3.1872383270263671,8.8112129756179538,9.1578580728017336
3.1877955932617188,8.8108231891279107,9.1581714420840559
3.1883528442382811,8.8104334133108111,9.1584848027858534
3.1889100952148439,8.8100436374937097,9.1587981634876527
3.1894673614501952,8.8096538510036666,9.1591115327699733
3.1900246124267579,8.8092640751865652,9.1594248934717726
3.1905818786621092,8.8088742886965239,9.1597382627540931
3.191139129638672,8.8084845128794225,9.1600516234558924
3.1916963806152343,8.8080947370623228,9.16036498415769
3.192253646850586,8.8077049505722798,9.1606783534400105
3.1928108978271483,8.8073151747551801,9.1609917141418098
3.1933681640625,8.8069253882651353,9.1613050834241303
3.1939254150390624,8.8065356124480374,9.1616184441259279
3.1944826660156251,8.806145836630936,9.1619318048277272
