x,z
4.895279050000000076e+00,8.992388099999999440e+00
4.894652530000000112e+00,8.992462939999999350e+00
4.894554549999999615e+00,8.992474720000000588e+00
4.894485650000000021e+00,8.992483119999999275e+00
4.894090180000000068e+00,8.992531509999999173e+00
4.893406749999999583e+00,8.992614989999999864e+00
4.893132969999999915e+00,8.992648929999999652e+00
4.892810859999999984e+00,8.992688590000000204e+00
4.892710140000000152e+00,8.992700940000000642e+00
4.892631830000000015e+00,8.992710719999999824e+00
4.891521000000000008e+00,8.992850199999999461e+00
4.890779809999999728e+00,8.992942940000000718e+00
4.890489589999999609e+00,8.992980830000000481e+00
4.887615120000000424e+00,8.993352579999999818e+00
4.885882529999999946e+00,8.993604899999999347e+00
4.885207580000000327e+00,8.993668800000000019e+00
4.884446579999999649e+00,8.993771969999999172e+00
4.882926490000000008e+00,8.993981670000000150e+00
4.881661560000000399e+00,8.994159659999999334e+00
4.881336339999999829e+00,8.994205140000000043e+00
4.880363169999999862e+00,8.994342239999999933e+00
4.879868079999999608e+00,8.994412049999999326e+00
4.879427149999999713e+00,8.994475789999999193e+00
4.878353289999999731e+00,8.994634089999999915e+00
4.873622669999999601e+00,8.995341939999999425e+00
4.873369639999999947e+00,8.995379950000000235e+00
4.873206790000000233e+00,8.995404860000000724e+00
4.873039949999999898e+00,8.995430689999999174e+00
4.872764209999999707e+00,8.995473790000000136e+00
4.871697730000000170e+00,8.995644770000000179e+00
4.866889529999999908e+00,8.996415309999999721e+00
4.866530400000000256e+00,8.996474539999999465e+00
4.866293220000000197e+00,8.996514270000000479e+00
4.864169819999999866e+00,8.996863429999999440e+00
4.861701659999999592e+00,8.997289829999999711e+00
4.860719979999999829e+00,8.997467719999999503e+00
4.860155690000000028e+00,8.997567390000000387e+00
4.858838800000000013e+00,8.997801570000000027e+00
4.858330709999999719e+00,8.997892300000000176e+00
4.856403109999999579e+00,8.998244259999999883e+00
4.856046199999999757e+00,8.998307880000000480e+00
4.854237740000000301e+00,8.998645290000000685e+00
