x,z,cp,tangential_velocity
8.778172771587491874e-02,1.012127381822979788e-01,-6.074998809157265978e-01,-1.267872186348342645e+00
7.799522883178897081e-02,9.593474259983689190e-02,-5.198299903394585364e-01,-1.232813850643907472e+00
6.885842056352861618e-02,9.032991708572302159e-02,-3.724234588011565705e-01,-1.171504783942923789e+00
6.033474987264217382e-02,8.452919235884549798e-02,-2.430033400223403639e-01,-1.114900596475910222e+00
5.232179183426089591e-02,7.873646737438590171e-02,-1.620360378631080511e-01,-1.077977753881362855e+00
4.497339111859068039e-02,7.279834656710615359e-02,-4.063893197776557997e-03,-1.002029886379531387e+00
3.826139961573660209e-02,6.678426391895483927e-02,1.055977314503578901e-01,-9.457284327700220539e-01
3.213867224972885572e-02,6.080227614725925572e-02,2.550863724847045599e-01,-8.630837893943411609e-01
2.659929517188696149e-02,5.488719737640473939e-02,3.590757263056230109e-01,-8.005774626445444353e-01
2.158054457548138488e-02,4.913387529464618292e-02,4.669700546895496629e-01,-7.300889982121702149e-01
1.719557296986531231e-02,4.347812617375769462e-02,5.900227861227532733e-01,-6.402946305235166502e-01
1.339009847970202075e-02,3.799173850373366301e-02,6.822622430676292815e-01,-5.636823191589130921e-01
1.017249518447589304e-02,3.270496583827661730e-02,7.929131037850292163e-01,-4.550680127354270743e-01
7.526664478361345945e-03,2.766140265926873149e-02,8.695988940652280563e-01,-3.611109330036574305e-01
5.331346283783604083e-03,2.295289883414827758e-02,9.296614559527158761e-01,-2.652141475247581370e-01
3.604970373728336348e-03,1.859056396536297451e-02,9.764567698896867709e-01,-1.534380334542686519e-01
2.303233226654458239e-03,1.461594768710933190e-02,9.970992214518387131e-01,-5.385887622445659217e-02
1.327539263206918042e-03,1.108086175030932249e-02,9.982410091196469715e-01,4.194032522946189445e-02
6.634695802436323033e-04,8.002041553487883666e-03,9.780154725479462963e-01,1.482718026195599115e-01
2.982471108593305782e-04,5.397360164034645594e-03,9.372502839602200320e-01,2.504989342088704274e-01
1.127919329145553112e-04,3.297272440788451275e-03,9.043876970348669886e-01,3.092123913512085931e-01
3.023142525424732881e-05,1.716996159362909518e-03,8.494403181914724765e-01,3.880202079899028877e-01
1.163135626052157946e-05,6.606037875998410896e-04,8.282821614644957364e-01,4.143885115872594227e-01
2.326730492521992698e-06,1.321468401153714535e-04,8.051647075583954205e-01,4.414015093331745687e-01
7.647797694492376193e-06,-1.296425699037196105e-04,7.684892617951391003e-01,4.811556278428642530e-01
3.823144101946993328e-05,-6.480849079540863160e-04,7.712737216133203066e-01,4.782533621279411729e-01
9.936854530587214095e-05,-1.684457944059479777e-03,7.459778739150437765e-01,5.040060774285923806e-01
2.424758346072590617e-04,-3.232910578297568116e-03,6.640063237496438564e-01,5.796496150696178740e-01
5.371097589059977469e-04,-5.282548190596383919e-03,5.609936046408074972e-01,6.625755770922985288e-01
1.050625759277785520e-03,-7.814218799879812938e-03,3.879719019594832785e-01,7.823222469293051873e-01
1.958380698010912975e-03,-1.076732438563818457e-02,1.001269098182708817e-01,9.486164083451904538e-01
3.488037334850966221e-03,-1.401690395833884821e-02,-2.677734062459871112e-01,1.125954442349239581e+00
5.868743453659463344e-03,-1.733316979904531846e-02,-6.753214295806073686e-01,1.294342083678270638e+00
9.286506421511657103e-03,-2.036182774924405470e-02,-9.118487416603446860e-01,1.382696185595499783e+00
1.372534710342591252e-02,-2.280471833384575125e-02,-8.482096956754570094e-01,1.359488762614629698e+00
1.901690687830201801e-02,-2.456385315115604262e-02,-5.807641323834167313e-01,1.257284427798028847e+00
2.494633054179960438e-02,-2.588168866563614334e-02,-3.903016789129845066e-01,1.179110545671178567e+00
3.143776533323282274e-02,-2.667440876977466083e-02,-1.749755072627012797e-01,1.083962871717800702e+00
3.844110538270624489e-02,-2.653964148493213188e-02,1.555569798138518589e-01,9.189358085231786877e-01
4.565127580377915939e-02,-2.511484422897774377e-02,5.995752601202544163e-01,6.327912293005850675e-01
5.274920541893608761e-02,-2.312002913853372296e-02,8.011902807386160896e-01,4.458808352703488298e-01
5.904919639722432112e-02,-2.543921327203536517e-02,9.057183860605332315e-01,3.070531125708820253e-01
6.497951906405216582e-02,-3.192537733435428515e-02,6.568570308031314031e-01,5.857840636248724531e-01
7.065786670704250760e-02,-3.883251692086784473e-02,5.389104580560489799e-01,6.790357442314439718e-01
7.546162806261955125e-02,-4.671692816091979616e-02,2.137329716949737390e-01,8.867169944830347594e-01
8.170502759014294791e-02,-5.417951541836840690e-02,-7.919003454062001346e-01,1.338618820055283765e+00
9.032802323276645229e-02,-6.008239114488311827e-02,-8.717245221747629280e-01,1.368109835566853505e+00
9.994001668170035546e-02,-6.525333263270044482e-02,-9.354682474929534308e-01,1.391211072229139978e+00
1.102648442610311141e-01,-6.985566560385875201e-02,-1.050405489135672887e+00,1.431923702274556565e+00
1.213209519719926077e-01,-7.357873741233070253e-02,-1.033320241888950441e+00,1.425945385310724456e+00
1.329617089945813180e-01,-7.668100875278678619e-02,-9.387385714579927765e-01,1.392385927628541076e+00
1.450404008824083824e-01,-7.948329080968999372e-02,-8.970596441504843366e-01,1.377337883073897151e+00
1.575068107846265553e-01,-8.210751364405036168e-02,-8.946531189947668494e-01,1.376463991172586665e+00
1.703636590387702376e-01,-8.438085594464692085e-02,-8.928441194337777276e-01,1.375806715870284469e+00
1.836119242545051211e-01,-8.621207391184186608e-02,-8.265127239169181017e-01,1.351485376878683864e+00
1.971870466028194380e-01,-8.785013019799768619e-02,-7.898027439363386470e-01,1.337835095942821573e+00
2.110699691935377653e-01,-8.930970386219312662e-02,-7.584163155341820950e-01,1.326052908271077246e+00
2.252396418259979827e-01,-9.062370121236038023e-02,-7.368225301273114702e-01,1.317885628621585425e+00
2.396769056202236736e-01,-9.184469573489764671e-02,-7.384272372226414749e-01,1.318494306860155341e+00
2.543737252309384300e-01,-9.282091289229611741e-02,-7.272133454182974077e-01,1.314234889743191026e+00
2.693165925372578151e-01,-9.353816905136023985e-02,-6.932930949928060027e-01,1.301265958592941141e+00
2.844771510610179521e-01,-9.414171596223919192e-02,-6.838197454696972599e-01,1.297620801879230568e+00
2.998441901793295616e-01,-9.449547070601981014e-02,-6.477270257592324665e-01,1.283638198932718133e+00
3.153977612660311403e-01,-9.478220660705571898e-02,-6.325320290086102748e-01,1.277705767776216250e+00
3.311198600720319241e-01,-9.495425149560615674e-02,-6.238579073323149426e-01,1.274306834060115579e+00
3.469968412304272332e-01,-9.494486744839825132e-02,-5.967146167823322855e-01,1.263611734981253010e+00
3.630111629372971827e-01,-9.490588775861971693e-02,-5.915374887747042454e-01,1.261561527938571903e+00
3.791462897694017897e-01,-9.478532048611629235e-02,-5.922911046689063319e-01,1.261860176354300478e+00
3.953850971277216297e-01,-9.452966874129922759e-02,-5.918895488430100382e-01,1.261701053674367801e+00
4.117090117140344008e-01,-9.409594714614956390e-02,-5.830967300441021184e-01,1.258211719085505109e+00
4.281014646176081739e-01,-9.350852644267182434e-02,-5.728658663402306228e-01,1.254139492377235765e+00
4.445454564194850633e-01,-9.278793698499027132e-02,-5.663514511965397347e-01,1.251539632291578608e+00
4.610212659457648687e-01,-9.188919865024777756e-02,-5.504699333307045972e-01,1.245178675263395540e+00
4.775162228955124322e-01,-9.088029533483887867e-02,-5.407599762998960280e-01,1.241273530008553783e+00
4.940099252223610904e-01,-8.973825936957860461e-02,-5.302159251855911304e-01,1.237018967189101426e+00
5.104850504449864879e-01,-8.844813633350945281e-02,-5.111049761833059701e-01,1.229270098954377888e+00
5.269320277451561285e-01,-8.711463266194399702e-02,-5.075344448100227446e-01,1.227816942711747572e+00
5.433274307427335970e-01,-8.565853177007248798e-02,-4.974201651655345557e-01,1.223691204988225145e+00
5.596578198446791053e-01,-8.411083326408544392e-02,-4.862391040974916034e-01,1.219114065252916213e+00
5.759133578640502904e-01,-8.255110948299071438e-02,-4.924217363216445431e-01,1.221647140675917287e+00
5.920688233289550517e-01,-8.088993940239422309e-02,-4.948263200469498191e-01,1.222630900986454661e+00
6.081103303015706896e-01,-7.914853459678214409e-02,-5.001038666448478498e-01,1.224787274037760332e+00
6.240312921487023434e-01,-7.742021571016564907e-02,-5.428067424695304233e-01,1.242097718567074072e+00
6.397819422063721895e-01,-7.546185362397030139e-02,-5.867661055124360203e-01,1.259669046024564310e+00
6.553124142192837676e-01,-7.303340025929253021e-02,-5.977006987285931050e-01,1.264001858672918699e+00
6.705722640254334621e-01,-7.005467005288909532e-02,-5.660215551952654245e-01,1.251407829284788109e+00
6.855360128996295099e-01,-6.656022385762316862e-02,-4.932406180495518822e-01,1.221982249482189475e+00
7.002512307905255362e-01,-6.285812015177821843e-02,-4.485520999682661714e-01,1.203558099955405636e+00
7.146924596737393998e-01,-5.899541326772596295e-02,-4.361087341183713662e-01,1.198377542395705708e+00
7.286778683345012109e-01,-5.446553001228671836e-02,-3.013737023592599762e-01,1.140777674377992046e+00
7.423427691686470542e-01,-4.968649266309075468e-02,-1.884623760578929552e-01,1.090166214876379769e+00
7.558279819422104584e-01,-4.519388579902459957e-02,-1.327216302788711833e-01,1.064293958584220823e+00
7.690311841401906712e-01,-4.071459920892799011e-02,-6.360009378548259207e-02,1.031309892217408430e+00
7.819806973137988226e-01,-3.632248952436989420e-02,4.162791327500192651e-03,9.979164337120116635e-01
7.946906681843846076e-01,-3.215473147824961242e-02,6.025988825757166989e-02,9.694019350828779746e-01
8.071648856655917470e-01,-2.827478266497835541e-02,1.054443638038896625e-01,9.458095136950729342e-01
8.193967871690979177e-01,-2.472274505588728521e-02,1.411146540795438220e-01,9.267606734861251194e-01
8.313783511838963580e-01,-2.153046143896517745e-02,1.669155153876976660e-01,9.127346189404137444e-01
8.431013555358912726e-01,-1.873781448995301413e-02,1.773716018740417733e-01,9.069886427767208659e-01
8.545417446070178169e-01,-1.633514741086111027e-02,1.699379156619352793e-01,9.110774304844043714e-01
8.656599160314780717e-01,-1.421855435087523642e-02,1.511368784055405756e-01,9.213376805463127095e-01
8.764111448722848863e-01,-1.222742579959977711e-02,1.377422220503659034e-01,9.285783639250023702e-01
8.867677819370094472e-01,-1.027486620932042266e-02,1.372854165586555597e-01,9.288243017069183205e-01
8.967223048189096879e-01,-8.377400626411603268e-03,1.424223952067628085e-01,9.260548605742735528e-01
9.062622082535699564e-01,-6.526646882582325462e-03,1.620742546189847255e-01,9.153828408818985851e-01
9.154019293755570885e-01,-4.854569048692868732e-03,1.678779346992779198e-01,9.122072490945914991e-01
9.241470532744612276e-01,-3.441142079070803623e-03,1.411377557742328204e-01,9.267482097235295591e-01
9.324540241925319828e-01,-2.093564878631274089e-03,1.082543979569448034e-01,9.443228272381511967e-01
9.402468210014314209e-01,-5.228116677640983357e-04,1.541717593496370053e-01,9.196892087277979133e-01
9.475853961968714323e-01,9.692117667372283831e-04,1.655095114776945486e-01,9.135045093059505072e-01
9.544929903234653512e-01,2.303278880290154755e-03,1.612389422821995932e-01,9.158389911539038808e-01
9.608980747028280645e-01,3.745219781678734480e-03,2.074380095086859610e-01,8.902595073860846142e-01
9.668370590135919596e-01,5.072192114200297329e-03,2.362607415034868596e-01,8.739217690940723759e-01
9.723138577224674783e-01,6.243606635191569984e-03,2.542287644728983276e-01,8.635804742623015562e-01
9.773101211304371372e-01,7.312241036033876110e-03,2.783454102708453615e-01,8.495025542805357821e-01
9.818240923189660574e-01,8.261522197225227779e-03,3.011123936047953586e-01,8.359949798863655079e-01
9.858533387458878749e-01,9.080924743962898865e-03,3.206708928845455331e-01,8.242142361761621849e-01
9.893887382682822196e-01,9.794125768720126496e-03,3.531342641655335068e-01,8.042796378340474339e-01
9.924304230805310878e-01,1.036699792075925636e-02,3.949337292076025019e-01,7.778600586174851950e-01
9.949942145536377902e-01,1.061982327745928691e-02,3.809525123590680185e-01,7.867957089619465050e-01
9.970608058742902458e-01,1.056049595195132987e-02,1.719169239013697004e-01,9.099907011055828887e-01
9.985342916373929345e-01,1.074922119742914572e-02,3.770572288967166674e-02,9.809659918214944652e-01
9.994412632263647289e-01,1.121014977521836778e-02,4.553127856067479273e-01,7.380292774634703568e-01
9.998882305846892304e-01,1.147460770706145231e-02,7.027749653640106287e-01,5.451834871270307969e-01
