x,z,cp,tangential_velocity
8.189343364114982649e-01,3.061863517060230827e-02,3.979940112384771078e-01,-7.758904489433562368e-01
8.173930646050586724e-01,3.098104271094118123e-02,3.944794807252670621e-01,-7.781519898289362969e-01
8.158476455123402360e-01,3.134978768662538551e-02,3.960500436196324747e-01,-7.771421725658488322e-01
8.142994560317990960e-01,3.173028519291169053e-02,3.938646605323039562e-01,-7.785469410817154046e-01
8.127481027670647729e-01,3.212034898149589146e-02,3.918272629896085713e-01,-7.798543049893302825e-01
8.111935151254580090e-01,3.251942645015692968e-02,3.900966345059490026e-01,-7.809631012372165726e-01
8.096358250238157028e-01,3.292775857062774092e-02,3.890072173399964361e-01,-7.816602731749923150e-01
8.080753936699380802e-01,3.334643424570382653e-02,3.879424428967900296e-01,-7.823410746619469114e-01
8.065125308825331629e-01,3.377629102748067047e-02,3.865839574433228565e-01,-7.832088115928453886e-01
8.049463309932916033e-01,3.421380969768249292e-02,3.874119467387129312e-01,-7.826800452683632114e-01
8.033760410625994108e-01,3.465610152723267584e-02,3.999525345049811387e-01,-7.746273074808419645e-01
8.018178969298197512e-01,3.515054608147935578e-02,4.108032041249718436e-01,-7.675915553697996163e-01
8.002840212637298833e-01,3.573159324782412827e-02,3.624857505488359166e-01,-7.984448944361558498e-01
7.987441483535610010e-01,3.631020838365773412e-02,2.893224694832781108e-01,-8.430169218448239077e-01
7.971906146953829930e-01,3.686409766923659515e-02,2.633034692856237591e-01,-8.583102764818654196e-01
7.956100941000501248e-01,3.734997275471298173e-02,2.309592046190516168e-01,-8.769497108620016856e-01
7.940012721503328930e-01,3.776767831625478522e-02,2.982084787673946469e-01,-8.377299810992832052e-01
7.923949995314174544e-01,3.821338058993001274e-02,3.187958367065261145e-01,-8.253509334177031587e-01
7.907976563558491989e-01,3.870631979726582572e-02,3.159905635210507047e-01,-8.270486300568723470e-01
7.892034281121871331e-01,3.922656526713332037e-02,2.739559766619851233e-01,-8.520821693581053236e-01
