x,z
3.116461259999999900e+00,8.521188929999999218e+00
3.115270520000000154e+00,8.521810939999999945e+00
3.110093420000000108e+00,8.524955849999999558e+00
3.109520310000000176e+00,8.525323059999999842e+00
3.108983299999999783e+00,8.525721869999999925e+00
3.106100270000000219e+00,8.528131730000000132e+00
3.105602779999999896e+00,8.528553660000000036e+00
3.105149009999999876e+00,8.528985040000000240e+00
3.102699069999999892e+00,8.531557460000000148e+00
3.102220420000000090e+00,8.532063839999999288e+00
3.101747009999999971e+00,8.532624269999999456e+00
3.099745280000000047e+00,8.535236819999999724e+00
3.099340139999999799e+00,8.535772409999999866e+00
3.098949810000000138e+00,8.536349650000000011e+00
3.097336129999999965e+00,8.538999920000000188e+00
3.096954160000000122e+00,8.539633339999999961e+00
3.096593969999999807e+00,8.540299029999999902e+00
3.095272350000000117e+00,8.542986669999999449e+00
3.094927320000000037e+00,8.543692990000000265e+00
3.094608969999999903e+00,8.544413889999999512e+00
3.094210719999999970e+00,8.545431819999999234e+00
3.092823860000000202e+00,8.549042930000000595e+00
3.092381630000000214e+00,8.550394360000000304e+00
3.091860300000000006e+00,8.552488639999999975e+00
3.090430800000000033e+00,8.558390890000000084e+00
3.089968939999999886e+00,8.560902719999999633e+00
3.089212110000000067e+00,8.567349240000000421e+00
3.088856170000000123e+00,8.570231039999999467e+00
3.088707900000000173e+00,8.573378899999999803e+00
3.088894629999999975e+00,8.580276310000000350e+00
3.088989049999999903e+00,8.584547710000000720e+00
3.089423950000000030e+00,8.589117930000000456e+00
3.090768090000000079e+00,8.596499980000000818e+00
3.091843879999999878e+00,8.602613129999999941e+00
3.093771320000000102e+00,8.610287939999999196e+00
3.096043439999999869e+00,8.617331760000000784e+00
3.099024200000000118e+00,8.626855940000000444e+00
3.103769769999999983e+00,8.638888980000000828e+00
3.106138430000000117e+00,8.643626499999999879e+00
3.113702149999999946e+00,8.659011879999999550e+00
3.119982750000000138e+00,8.669265149999999309e+00
3.125477150000000037e+00,8.677399729999999423e+00
3.126700950000000034e+00,8.679111439999999789e+00
3.129284730000000181e+00,8.682462729999999240e+00
3.145012170000000218e+00,8.702104770000000045e+00
3.158150319999999844e+00,8.716443090000000282e+00
3.163264750000000181e+00,8.721525749999999633e+00
3.191163309999999864e+00,8.747114789999999473e+00
3.196971210000000063e+00,8.752432719999999833e+00
3.201096329999999934e+00,8.755570999999999771e+00
3.213096750000000057e+00,8.763906869999999572e+00
3.228928139999999836e+00,8.774802740000000156e+00
3.239998529999999821e+00,8.782091389999999720e+00
3.252804719999999872e+00,8.790346330000000208e+00
3.268294029999999850e+00,8.798972120000000174e+00
3.269242699999999946e+00,8.799423360000000471e+00
3.270673139999999979e+00,8.800109459999999828e+00
3.274189659999999780e+00,8.801748440000000784e+00
3.310873459999999824e+00,8.817793890000000800e+00
3.325634180000000217e+00,8.823849060000000577e+00
3.347863750000000138e+00,8.832016460000000180e+00
3.374360189999999982e+00,8.840450450000000515e+00
3.384447970000000083e+00,8.843428590000000256e+00
3.430204849999999972e+00,8.855238930000000508e+00
3.443740679999999887e+00,8.858084690000000094e+00
3.449437140000000124e+00,8.859135159999999232e+00
3.514860510000000104e+00,8.868930519999999262e+00
3.519814610000000066e+00,8.869418209999999192e+00
3.522177820000000015e+00,8.869603220000000121e+00
3.603650299999999973e+00,8.873726010000000386e+00
3.605319530000000050e+00,8.873736550000000278e+00
3.606211340000000209e+00,8.873728039999999595e+00
3.658162069999999932e+00,8.871344849999999838e+00
3.698823519999999920e+00,8.870739869999999527e+00
3.703632670000000182e+00,8.870392009999999772e+00
3.706862070000000120e+00,8.870118390000000019e+00
3.763143009999999844e+00,8.863671480000000713e+00
3.807110980000000033e+00,8.859856040000000377e+00
3.829644000000000048e+00,8.856887419999999622e+00
3.886137909999999973e+00,8.848911969999999627e+00
3.953458669999999842e+00,8.839220040000000722e+00
3.982305329999999977e+00,8.834276889999999938e+00
4.003042220000000206e+00,8.831018130000000355e+00
4.026323670000000021e+00,8.828021370000000090e+00
4.076812600000000231e+00,8.819566639999999680e+00
4.128547030000000007e+00,8.811021320000000046e+00
4.130561229999999640e+00,8.810565759999999358e+00
4.137640310000000099e+00,8.809394279999999355e+00
4.236733229999999573e+00,8.789755030000000247e+00
4.252992739999999827e+00,8.786949890000000707e+00
4.269150370000000194e+00,8.783681460000000385e+00
4.342242399999999947e+00,8.770927359999999950e+00
4.365268480000000118e+00,8.766546619999999734e+00
4.381630799999999937e+00,8.764306689999999733e+00
4.387533209999999961e+00,8.763099840000000640e+00
4.391323609999999711e+00,8.762364919999999557e+00
4.438454179999999916e+00,8.752979950000000287e+00
4.442722769999999599e+00,8.752121289999999831e+00
4.453049670000000404e+00,8.749892870000000045e+00
4.485016510000000345e+00,8.739986119999999303e+00
4.506369310000000183e+00,8.734570229999999214e+00
4.518309559999999614e+00,8.731679330000000405e+00
4.543033330000000092e+00,8.722815170000000506e+00
4.554222730000000219e+00,8.719390210000000252e+00
4.568557460000000070e+00,8.713666749999999794e+00
4.579485240000000346e+00,8.709626019999999968e+00
4.589599480000000398e+00,8.705136440000000420e+00
4.608311460000000359e+00,8.696179499999999507e+00
4.623764490000000116e+00,8.689251629999999338e+00
4.642820910000000190e+00,8.680024480000000153e+00
4.646800599999999726e+00,8.678432850000000087e+00
4.655852259999999632e+00,8.673895979999999284e+00
4.663854749999999605e+00,8.669992119999999858e+00
4.676346869999999711e+00,8.665539719999999946e+00
4.676604099999999598e+00,8.665456369999999353e+00
4.676861999999999853e+00,8.665372850000000682e+00
4.677379880000000156e+00,8.665205260000000465e+00
4.678423979999999816e+00,8.664867900000000844e+00
4.680546269999999787e+00,8.664184289999999677e+00
4.681547649999999727e+00,8.663804089999999292e+00
4.685566820000000021e+00,8.662541369999999574e+00
4.691383229999999571e+00,8.660737340000000728e+00
4.693710430000000322e+00,8.660064900000000065e+00
4.693831999999999560e+00,8.659996899999999442e+00
4.695039140000000444e+00,8.659558560000000682e+00
4.708994620000000353e+00,8.655125650000000448e+00
4.712970549999999648e+00,8.653920689999999638e+00
4.731790870000000204e+00,8.648352179999999834e+00
4.731795090000000314e+00,8.648350929999999437e+00
4.731796519999999617e+00,8.648350519999999264e+00
4.740704299999999982e+00,8.645840270000000771e+00
4.743853999999999793e+00,8.644954260000000446e+00
4.747670409999999563e+00,8.643984299999999621e+00
4.763097789999999776e+00,8.639814489999999125e+00
4.771663629999999934e+00,8.637914719999999491e+00
4.775458210000000037e+00,8.637056819999999746e+00
4.782361019999999741e+00,8.635476719999999773e+00
4.785079350000000176e+00,8.634905019999999709e+00
4.794530850000000122e+00,8.632934880000000533e+00
4.798447460000000220e+00,8.632175009999999205e+00
4.824215080000000100e+00,8.627671469999999232e+00
4.825106639999999558e+00,8.627519980000000643e+00
4.825697820000000249e+00,8.627435320000000019e+00
4.827762210000000387e+00,8.627170780000000150e+00
4.853424529999999848e+00,8.623646669999999403e+00
4.868881019999999893e+00,8.621874050000000622e+00
4.885363560000000049e+00,8.620477470000000864e+00
4.921796089999999957e+00,8.616043360000000817e+00
4.932878610000000386e+00,8.615066309999999561e+00
4.954402110000000192e+00,8.613023339999999806e+00
4.963415399999999700e+00,8.612208830000000148e+00
4.967552949999999967e+00,8.611843959999999853e+00
4.969535819999999937e+00,8.611671339999999120e+00
4.970506499999999939e+00,8.611587390000000397e+00
4.971463599999999872e+00,8.611504979999999421e+00
5.030898780000000237e+00,8.603962960000000493e+00
5.061684679999999936e+00,8.601277279999999692e+00
5.074840370000000433e+00,8.600043069999999901e+00
5.104577800000000387e+00,8.595223159999999751e+00
5.124693419999999833e+00,8.592776289999999761e+00
5.135725859999999976e+00,8.590050670000000110e+00
5.147499589999999792e+00,8.587248519999999274e+00
5.148016939999999764e+00,8.585537730000000423e+00
